Geneid,NEGF1,NEGF1yuan,NEGF2yuan,NEGF3,NEGF3yuan
ENSG00000286350,0,0,0,0,0
ENSG00000164466,928,1173,1062,914,1180
ENSG00000270839,0,0,1,0,1
ENSG00000222111,0,0,0,0,0
ENSG00000113749,2,1,0,0,0
ENSG00000200648,0,0,0,0,0
ENSG00000145920,0,0,0,2,3
ENSG00000280068,0,0,0,0,0
ENSG00000250820,0,0,3,0,0
ENSG00000051596,221,334,413,194,387
ENSG00000250801,0,0,0,0,0
ENSG00000272494,0,0,0,0,0
ENSG00000250992,0,0,0,0,0
ENSG00000248469,0,0,0,0,0
ENSG00000182230,0,0,0,0,0
ENSG00000285476,1,0,0,0,0
ENSG00000251623,0,0,0,1,0
ENSG00000251458,0,0,0,0,0
ENSG00000283559,0,0,0,0,0
ENSG00000248596,0,0,0,0,0
ENSG00000287579,0,0,0,1,0
ENSG00000283235,0,0,0,0,0
ENSG00000270989,0,0,0,0,0
ENSG00000170085,181,252,228,220,253
ENSG00000251667,10,25,20,11,31
ENSG00000122203,1490,1552,1453,1525,1522
ENSG00000250909,3,6,7,8,4
ENSG00000251414,20,16,4,29,11
ENSG00000175414,828,677,676,891,564
ENSG00000221464,1,0,1,0,2
ENSG00000048162,174,266,279,131,277
ENSG00000146066,348,591,554,307,675
ENSG00000175416,1317,1922,2451,1183,2234
ENSG00000280139,0,0,0,0,0
ENSG00000113194,1420,1766,1469,1445,1724
ENSG00000146083,646,491,590,676,504
ENSG00000074276,17,10,8,12,12
ENSG00000243959,0,0,0,0,1
ENSG00000207420,0,0,0,0,0
ENSG00000169258,304,270,273,291,245
ENSG00000074317,0,0,0,0,1
ENSG00000266329,0,0,0,0,0
ENSG00000175766,0,0,0,0,1
ENSG00000048140,899,1488,1740,956,1678
ENSG00000248484,0,0,0,0,0
ENSG00000251446,0,0,0,0,1
ENSG00000248859,0,0,0,0,0
ENSG00000113763,0,6,0,3,1
ENSG00000160883,3,0,1,1,2
ENSG00000087206,297,359,323,275,392
ENSG00000113761,248,294,302,240,312
ENSG00000251666,11,3,4,4,3
ENSG00000160867,38,30,48,38,38
ENSG00000165671,2011,2612,2251,2113,2354
ENSG00000286634,3,3,5,1,4
ENSG00000240729,3,0,0,1,0
ENSG00000270706,6,2,1,2,4
ENSG00000169228,127,119,165,103,130
ENSG00000213347,355,362,472,344,429
ENSG00000169230,482,931,1038,441,1084
ENSG00000169223,2087,2862,3145,1948,3113
ENSG00000239393,0,0,0,0,0
ENSG00000169220,56,140,125,42,128
ENSG00000131183,0,1,2,0,0
ENSG00000196570,0,0,0,0,0
ENSG00000131187,8,30,19,9,28
ENSG00000198055,435,712,793,456,749
ENSG00000246334,4,12,14,9,7
ENSG00000131188,187,249,282,193,233
ENSG00000113758,4062,6489,8480,3816,7102
ENSG00000279821,149,150,173,166,155
ENSG00000196923,6135,7202,8508,6155,7870
ENSG00000248996,3,3,4,3,5
ENSG00000146094,83,58,100,86,76
ENSG00000183258,766,974,1067,675,994
ENSG00000146067,849,610,686,917,597
ENSG00000272459,4,0,2,7,1
ENSG00000184840,2448,3606,4552,2355,4246
ENSG00000027847,452,581,751,449,668
ENSG00000247679,116,70,64,103,72
ENSG00000246596,28,24,34,29,43
ENSG00000249849,0,0,0,0,0
ENSG00000170074,1,1,0,1,2
ENSG00000249109,0,0,0,0,0
ENSG00000248943,0,0,0,0,0
ENSG00000170089,1,0,0,0,0
ENSG00000214351,0,0,0,0,0
ENSG00000249186,0,0,0,0,0
ENSG00000250101,0,0,0,0,0
ENSG00000249684,0,1,0,1,0
ENSG00000280207,0,0,0,0,0
ENSG00000249129,0,0,1,0,1
ENSG00000175325,0,0,0,0,0
ENSG00000204677,5,2,1,4,3
ENSG00000218227,0,0,0,0,0
ENSG00000145911,38,12,28,45,29
ENSG00000145916,377,369,445,387,414
ENSG00000145912,237,518,593,241,556
ENSG00000251211,0,0,0,0,0
ENSG00000244234,3,5,3,2,0
ENSG00000197451,1706,2911,3229,1585,3011
ENSG00000175309,802,738,743,815,730
ENSG00000050767,3,0,0,7,2
ENSG00000271681,0,0,0,0,0
ENSG00000253698,0,0,0,0,0
ENSG00000242341,0,0,0,0,0
ENSG00000245688,0,0,0,0,0
ENSG00000113240,217,254,165,211,215
ENSG00000252464,3,0,1,3,0
ENSG00000286713,0,0,0,0,0
ENSG00000285891,0,0,0,0,0
ENSG00000285978,1,0,0,0,0
ENSG00000169131,111,143,118,112,142
ENSG00000250420,0,0,0,0,0
ENSG00000274813,0,0,0,0,0
ENSG00000253725,0,0,0,0,0
ENSG00000278441,0,0,0,0,0
ENSG00000178338,113,140,105,162,113
ENSG00000206624,0,0,0,0,0
ENSG00000198939,28,10,9,18,14
ENSG00000213328,0,0,0,2,0
ENSG00000253869,0,0,2,1,0
ENSG00000272431,0,2,0,0,2
ENSG00000178187,18,43,25,31,32
ENSG00000254035,6,5,10,4,9
ENSG00000113262,4,5,2,20,11
ENSG00000254158,0,0,2,0,0
ENSG00000234284,37,39,57,29,41
ENSG00000177932,237,245,193,256,229
ENSG00000253144,0,0,0,0,0
ENSG00000087116,6652,6104,6684,6963,6240
ENSG00000253979,0,0,1,0,0
ENSG00000253163,1,6,12,2,8
ENSG00000253617,0,0,0,0,0
ENSG00000250674,0,0,0,1,0
ENSG00000274716,0,0,0,0,0
ENSG00000253652,0,0,0,0,0
ENSG00000251545,0,0,0,0,0
ENSG00000253520,9,5,9,7,13
ENSG00000176783,645,658,658,746,664
ENSG00000249140,2,1,2,0,1
ENSG00000244945,27,34,28,45,35
ENSG00000169045,5596,7628,6649,6007,7708
ENSG00000273549,0,0,0,0,0
ENSG00000204661,1,0,0,2,0
ENSG00000228259,0,0,0,0,0
ENSG00000250999,7,5,13,4,8
ENSG00000204659,0,1,0,0,0
ENSG00000127022,12351,15246,13160,13343,14713
ENSG00000225051,0,1,1,0,0
ENSG00000161021,1109,1121,1139,1163,1107
ENSG00000213316,10,11,23,5,17
ENSG00000161013,3576,3947,4791,3473,4128
ENSG00000221394,0,0,0,0,0
ENSG00000161011,8019,8126,8809,8095,8364
ENSG00000161010,536,432,371,498,403
ENSG00000222448,3,1,0,2,2
ENSG00000252202,4,0,0,4,1
ENSG00000245317,8,3,10,12,4
ENSG00000197226,3591,3725,4481,3472,3890
ENSG00000113269,373,311,305,381,334
ENSG00000242979,0,0,0,0,0
ENSG00000249876,0,0,0,0,0
ENSG00000249412,0,0,0,0,0
ENSG00000285865,0,0,1,1,4
ENSG00000198995,0,0,0,0,0
ENSG00000278965,2,0,0,0,0
ENSG00000253480,0,0,0,1,0
ENSG00000146090,1,0,0,0,0
ENSG00000229721,1,0,0,0,0
ENSG00000050748,651,820,720,653,847
ENSG00000253908,4,1,1,0,4
ENSG00000248367,4,0,4,5,4
ENSG00000131459,710,475,426,685,472
ENSG00000250509,0,0,0,0,1
ENSG00000200555,0,0,0,0,0
ENSG00000113300,447,571,486,474,511
ENSG00000250749,0,1,0,1,0
ENSG00000161055,3,1,3,3,0
ENSG00000037280,6,3,4,2,3
ENSG00000251352,0,0,0,0,0
ENSG00000248717,0,0,0,0,0
ENSG00000236791,0,0,0,0,0
ENSG00000199892,0,0,0,0,0
ENSG00000174339,0,0,0,0,0
ENSG00000131446,4898,5066,6197,4734,5397
ENSG00000280161,1,2,7,3,6
ENSG00000278970,24,32,36,27,43
ENSG00000245060,45,47,37,39,60
ENSG00000286128,0,0,0,0,0
ENSG00000196670,209,151,146,179,152
ENSG00000113303,0,0,0,0,0
ENSG00000222852,0,0,0,0,0
ENSG00000243664,0,0,0,0,0
ENSG00000249287,0,0,0,0,0
ENSG00000248761,0,0,0,0,0
ENSG00000231228,0,0,1,1,0
ENSG00000168903,0,0,0,0,0
ENSG00000206686,0,0,0,0,0
ENSG00000165810,0,0,1,1,0
ENSG00000277912,0,0,0,0,0
ENSG00000241870,0,0,0,0,0
ENSG00000214295,0,0,0,0,0
ENSG00000248560,0,0,0,0,0
ENSG00000185372,0,0,0,0,0
ENSG00000182613,0,0,0,0,0
ENSG00000248473,1,3,2,1,3
ENSG00000250222,1,3,8,1,4
ENSG00000146054,81,137,136,98,175
ENSG00000250900,2,3,1,3,4
ENSG00000248514,5,2,2,1,1
ENSG00000286644,6,1,0,1,1
ENSG00000146063,713,730,1003,712,928
ENSG00000264732,0,0,0,0,0
ENSG00000247049,0,0,0,0,0
ENSG00000204628,11742,12744,12778,11425,13555
ENSG00000272296,0,0,0,0,0
ENSG00000264549,0,0,0,0,0
ENSG00000233937,24,31,35,31,29
ENSG00000183718,162,148,135,143,174
ENSG00000248275,48,79,59,45,75
ENSG00000286310,0,2,4,4,0
ENSG00000248103,3,0,3,0,0
ENSG00000274525,6,5,4,7,1
ENSG00000222533,0,1,0,0,0
ENSG00000238035,34,11,30,30,16
ENSG00000274553,0,1,0,4,1
ENSG00000250765,0,0,0,0,0
ENSG00000230178,0,0,0,0,0
ENSG00000251035,0,0,0,0,0
ENSG00000213285,0,0,0,0,0
ENSG00000271530,0,0,0,0,0
ENSG00000220212,0,0,0,0,0
ENSG00000217929,0,0,1,4,0
ENSG00000218577,0,0,0,0,0
ENSG00000263667,0,0,0,0,0
ENSG00000285578,0,0,0,0,0
ENSG00000205653,0,0,0,0,0
ENSG00000287265,1,2,6,2,1
ENSG00000112679,329,318,332,347,349
ENSG00000137265,0,1,2,0,1
ENSG00000286364,0,0,0,0,2
ENSG00000112685,588,762,677,557,761
ENSG00000230433,0,3,0,0,0
ENSG00000188996,0,5,5,0,1
ENSG00000219712,0,0,1,0,0
ENSG00000271727,0,3,1,0,1
ENSG00000272463,23,11,5,16,4
ENSG00000287293,0,0,0,0,0
ENSG00000271911,1,0,2,0,2
ENSG00000272485,2,1,1,0,0
ENSG00000276687,0,0,0,0,0
ENSG00000286785,11,2,0,12,8
ENSG00000270937,0,0,0,1,0
ENSG00000176515,0,0,0,0,0
ENSG00000286324,1,3,0,2,0
ENSG00000164379,692,350,376,677,366
ENSG00000281809,7,5,9,15,12
ENSG00000261730,58,37,58,63,53
ENSG00000137273,1759,2450,2475,1947,2492
ENSG00000275859,0,0,0,0,0
ENSG00000243439,0,0,0,1,0
ENSG00000218027,3,1,0,1,0
ENSG00000272279,3,2,2,2,5
ENSG00000280916,8,4,3,4,4
ENSG00000054598,534,454,573,644,515
ENSG00000112699,247,254,249,208,297
ENSG00000285603,0,0,0,0,0
ENSG00000250903,46,28,15,65,30
ENSG00000236086,1,0,0,2,1
ENSG00000286512,2,0,0,7,0
ENSG00000272465,1,0,0,1,2
ENSG00000287903,0,0,0,0,0
ENSG00000280423,2,0,1,1,0
ENSG00000228718,1,1,0,0,2
ENSG00000164385,0,1,1,0,2
ENSG00000145949,58,29,30,54,28
ENSG00000124535,664,1019,1191,737,1108
ENSG00000021355,404,648,592,364,730
ENSG00000230438,69,47,49,58,57
ENSG00000266750,0,0,2,1,1
ENSG00000170542,173,361,291,168,315
ENSG00000232999,0,0,0,0,0
ENSG00000228365,0,0,0,0,0
ENSG00000124570,1937,2432,2221,1937,2585
ENSG00000244041,14,13,14,8,16
ENSG00000124588,195,239,256,190,277
ENSG00000224846,0,1,2,0,1
ENSG00000271361,2,8,1,8,4
ENSG00000288612,30,18,12,32,8
ENSG00000274855,0,0,0,0,0
ENSG00000232654,0,0,0,0,0
ENSG00000217707,0,0,0,0,0
ENSG00000229282,0,1,0,0,0
ENSG00000137275,820,947,961,868,1055
ENSG00000272277,1,6,5,3,10
ENSG00000222248,0,0,0,0,0
ENSG00000137274,161,189,178,133,215
ENSG00000228170,0,0,0,0,0
ENSG00000137267,604,1448,2042,552,1737
ENSG00000216819,1,0,2,4,1
ENSG00000230269,0,0,0,0,0
ENSG00000137285,178,213,292,161,248
ENSG00000180822,192,215,317,154,224
ENSG00000137266,95,34,38,82,26
ENSG00000272320,4,0,0,0,2
ENSG00000228793,3,9,5,7,7
ENSG00000270477,0,0,0,0,0
ENSG00000168994,575,1059,1155,546,1146
ENSG00000270504,395,377,472,404,355
ENSG00000219992,9,6,3,7,2
ENSG00000238158,0,0,0,0,0
ENSG00000233068,0,0,0,0,0
ENSG00000145945,113,224,319,124,247
ENSG00000260604,5,5,8,7,12
ENSG00000218472,0,0,1,2,0
ENSG00000217135,0,0,0,0,0
ENSG00000217566,0,0,0,0,0
ENSG00000216657,51,129,71,74,122
ENSG00000279926,9,3,1,15,2
ENSG00000272248,0,0,0,1,0
ENSG00000230648,0,0,2,1,0
ENSG00000112739,1242,1604,1203,1327,1511
ENSG00000145975,3,6,4,2,2
ENSG00000185689,16,18,7,18,9
ENSG00000198721,665,831,749,602,838
ENSG00000254821,0,1,0,0,0
ENSG00000234817,4,3,2,2,4
ENSG00000237716,0,0,0,0,2
ENSG00000216307,2,0,0,0,0
ENSG00000285424,0,0,0,0,0
ENSG00000231811,0,0,0,1,1
ENSG00000287761,0,0,0,0,0
ENSG00000201185,1,0,0,0,0
ENSG00000285694,0,0,0,0,0
ENSG00000260239,1,0,0,0,0
ENSG00000270695,0,0,0,0,0
ENSG00000260673,0,0,0,0,0
ENSG00000205444,0,0,0,0,0
ENSG00000217385,1,0,0,0,0
ENSG00000153046,419,447,415,435,460
ENSG00000284823,0,0,0,0,0
ENSG00000236336,0,0,0,0,0
ENSG00000217030,0,0,0,0,0
ENSG00000124787,42,123,123,56,117
ENSG00000272142,52,72,88,57,72
ENSG00000271978,16,5,6,8,9
ENSG00000220685,2,1,1,4,0
ENSG00000288548,0,0,2,1,2
ENSG00000219607,98,55,61,130,56
ENSG00000214113,227,289,275,250,297
ENSG00000265083,0,0,0,0,0
ENSG00000145982,156,167,204,202,205
ENSG00000220446,0,0,0,0,0
ENSG00000269985,1,4,0,2,1
ENSG00000218574,0,0,0,0,0
ENSG00000270174,0,0,1,0,0
ENSG00000217239,14,2,1,20,3
ENSG00000216360,2,1,1,0,2
ENSG00000233064,0,0,0,0,0
ENSG00000239472,0,0,0,0,0
ENSG00000215057,18,3,5,17,6
ENSG00000124785,14,22,12,22,17
ENSG00000124491,0,0,0,0,0
ENSG00000263572,0,0,0,0,0
ENSG00000283616,0,0,0,0,0
ENSG00000216863,0,0,0,0,0
ENSG00000241216,0,0,0,0,0
ENSG00000285717,0,0,0,0,0
ENSG00000218868,0,0,0,0,0
ENSG00000112799,0,0,0,0,0
ENSG00000261211,0,1,2,0,1
ENSG00000279368,1,0,1,0,0
ENSG00000226281,0,0,1,0,0
ENSG00000287497,0,0,0,0,0
ENSG00000288046,0,0,1,0,0
ENSG00000224532,0,0,0,0,0
ENSG00000219986,5,6,5,3,1
ENSG00000223342,0,0,0,0,0
ENSG00000240936,0,0,0,0,0
ENSG00000203498,0,0,0,0,0
ENSG00000124782,811,945,963,882,904
ENSG00000225092,2,4,1,1,3
ENSG00000201483,0,0,0,0,0
ENSG00000287002,1,0,0,0,2
ENSG00000285771,0,0,0,0,0
ENSG00000124783,2438,3595,2867,2536,3504
ENSG00000238221,0,1,1,1,0
ENSG00000164304,0,0,0,0,0
ENSG00000219375,0,0,0,0,0
ENSG00000220472,112,145,164,100,181
ENSG00000230570,0,0,0,0,0
ENSG00000124784,221,292,261,190,340
ENSG00000233503,3,5,3,10,5
ENSG00000219993,0,0,0,0,0
ENSG00000234115,1,0,1,2,0
ENSG00000261189,1,3,3,4,2
ENSG00000096696,260,257,248,282,253
ENSG00000168566,354,421,309,365,412
ENSG00000236512,0,3,0,0,1
ENSG00000153162,1,1,1,0,0
ENSG00000239264,748,818,1211,684,856
ENSG00000259040,0,0,0,0,0
ENSG00000217746,0,0,0,0,0
ENSG00000219294,2,2,0,1,5
ENSG00000188428,170,187,155,168,185
ENSG00000265818,0,0,0,0,0
ENSG00000124802,62,131,112,73,147
ENSG00000232234,0,0,0,0,1
ENSG00000285216,0,0,0,0,0
ENSG00000234763,0,0,0,0,0
ENSG00000124786,598,611,530,653,650
ENSG00000285219,11,10,15,12,13
ENSG00000276019,0,0,0,0,0
ENSG00000225775,0,0,0,0,0
ENSG00000181355,0,0,0,0,2
ENSG00000216368,0,0,0,1,0
ENSG00000229765,0,0,0,0,0
ENSG00000221583,0,0,0,0,0
ENSG00000216781,0,0,0,0,0
ENSG00000137203,763,1143,1062,835,1148
ENSG00000285278,1,8,16,8,13
ENSG00000229950,30,29,32,19,27
ENSG00000228478,0,0,0,4,2
ENSG00000285759,0,0,0,0,1
ENSG00000183674,0,0,0,0,0
ENSG00000229401,0,0,0,2,0
ENSG00000263705,0,0,0,0,0
ENSG00000238076,0,0,0,0,0
ENSG00000231056,0,0,0,0,0
ENSG00000111846,0,3,3,2,3
ENSG00000237685,0,0,0,0,0
ENSG00000216359,0,0,0,0,0
ENSG00000217181,0,0,0,0,0
ENSG00000205318,0,0,0,0,0
ENSG00000285763,0,1,2,0,1
ENSG00000137434,1,5,4,3,2
ENSG00000201048,0,0,0,0,0
ENSG00000111845,161,338,235,172,331
ENSG00000111843,1300,1489,1367,1198,1669
ENSG00000272097,23,12,8,27,14
ENSG00000137210,469,521,597,479,648
ENSG00000272162,0,0,0,0,0
ENSG00000222383,3,1,5,5,1
ENSG00000111837,13,9,5,30,12
ENSG00000124827,2,0,1,0,1
ENSG00000235051,0,1,2,1,0
ENSG00000153157,4,0,1,9,1
ENSG00000197977,51,25,17,60,27
ENSG00000274541,1,0,0,0,0
ENSG00000230314,0,3,1,0,2
ENSG00000224531,447,467,384,449,443
ENSG00000244476,2,0,1,2,4
ENSG00000271245,0,0,0,1,0
ENSG00000247925,1,0,1,0,2
ENSG00000111859,225,451,508,217,458
ENSG00000287920,2,1,1,6,0
ENSG00000242753,0,0,0,0,0
ENSG00000233656,0,0,0,0,0
ENSG00000202313,0,0,0,0,0
ENSG00000218020,0,0,0,0,0
ENSG00000205269,100,13,17,118,16
ENSG00000271897,0,0,1,0,0
ENSG00000277473,0,0,0,0,0
ENSG00000207419,0,0,0,0,0
ENSG00000111863,4,2,3,5,1
ENSG00000287593,0,2,1,2,0
ENSG00000234427,0,0,0,0,0
ENSG00000215124,0,0,0,0,0
ENSG00000225102,0,0,0,0,0
ENSG00000229896,0,0,0,0,2
ENSG00000095951,535,530,451,594,483
ENSG00000078401,305,201,192,239,182
ENSG00000218893,0,0,0,0,0
ENSG00000223321,0,0,0,0,0
ENSG00000212802,4930,7011,6274,5167,7499
ENSG00000234015,0,0,0,0,0
ENSG00000112137,142,118,116,153,104
ENSG00000206702,0,0,0,1,0
ENSG00000215022,18,6,20,20,16
ENSG00000145979,125,213,226,120,271
ENSG00000272379,19,14,16,30,10
ENSG00000145990,64,118,131,86,113
ENSG00000237786,0,0,0,0,0
ENSG00000218265,2,3,1,5,5
ENSG00000202351,0,0,0,0,0
ENSG00000124523,178,195,181,165,206
ENSG00000261071,0,0,0,0,0
ENSG00000225921,606,1010,1117,507,1020
ENSG00000010017,919,994,816,1018,897
ENSG00000286316,0,0,0,0,0
ENSG00000050393,401,627,509,449,580
ENSG00000272209,3,0,1,4,1
ENSG00000180537,20,49,41,17,63
ENSG00000220868,0,0,0,0,0
ENSG00000233981,0,0,0,0,0
ENSG00000112149,89,24,35,87,35
ENSG00000285639,2,0,0,0,0
ENSG00000238987,0,0,0,0,0
ENSG00000286281,1,1,0,1,0
ENSG00000230631,0,0,0,0,0
ENSG00000226673,0,0,0,0,1
ENSG00000237346,0,0,0,0,0
ENSG00000234540,0,0,0,0,0
ENSG00000286277,4,0,0,2,1
ENSG00000229646,0,0,0,0,0
ENSG00000206960,0,0,0,0,0
ENSG00000234261,0,0,0,0,0
ENSG00000216754,0,0,0,0,0
ENSG00000242989,0,0,0,0,0
ENSG00000271888,4,2,1,2,0
ENSG00000008083,492,469,450,472,493
ENSG00000235488,3,1,0,0,1
ENSG00000201367,0,0,0,0,0
ENSG00000201519,0,0,0,0,0
ENSG00000277411,0,2,0,0,0
ENSG00000047579,193,204,245,124,227
ENSG00000287626,0,1,1,0,0
ENSG00000214027,89,216,125,92,197
ENSG00000232947,0,0,0,1,0
ENSG00000274212,0,0,0,0,0
ENSG00000217585,0,0,0,0,0
ENSG00000007944,120,60,57,116,71
ENSG00000263712,0,0,0,0,0
ENSG00000218073,0,0,0,2,0
ENSG00000217078,0,0,0,0,0
ENSG00000216364,0,0,0,0,0
ENSG00000251831,0,0,0,0,0
ENSG00000207193,0,0,0,0,0
ENSG00000137198,142,205,198,116,173
ENSG00000282024,1,3,0,0,0
ENSG00000124788,1601,1960,1847,1526,1765
ENSG00000229931,63,44,77,57,49
ENSG00000272341,94,68,42,110,79
ENSG00000287347,0,0,3,0,3
ENSG00000286631,4,1,1,0,0
ENSG00000287359,0,0,0,0,0
ENSG00000230873,0,0,0,0,0
ENSG00000287559,3,30,17,5,21
ENSG00000112183,108,374,338,104,368
ENSG00000219314,0,0,0,0,0
ENSG00000112186,362,987,833,390,977
ENSG00000184612,3,7,7,8,4
ENSG00000218359,0,0,0,0,2
ENSG00000286885,2,1,1,2,5
ENSG00000137414,610,675,646,625,631
ENSG00000124789,1132,1424,1131,1286,1302
ENSG00000206881,0,0,0,0,0
ENSG00000272269,8,8,8,15,11
ENSG00000201415,0,0,0,0,0
ENSG00000201442,0,0,0,0,0
ENSG00000137177,1755,1778,1656,1827,1699
ENSG00000220920,2,5,0,5,1
ENSG00000187566,53,61,87,73,82
ENSG00000137364,350,372,336,371,381
ENSG00000165097,402,498,386,443,380
ENSG00000124795,3221,3642,2728,3500,3409
ENSG00000199715,0,0,0,0,0
ENSG00000278102,0,0,0,0,0
ENSG00000200681,0,0,0,0,0
ENSG00000217414,0,0,0,1,0
ENSG00000218976,12,22,16,4,18
ENSG00000137393,295,182,156,323,189
ENSG00000283408,0,0,0,0,0
ENSG00000207775,0,0,0,0,0
ENSG00000217379,0,0,0,0,0
ENSG00000231662,0,0,0,0,0
ENSG00000228412,0,5,7,0,6
ENSG00000218643,0,0,0,0,0
ENSG00000201523,0,0,0,0,0
ENSG00000214012,1,3,9,0,4
ENSG00000217314,0,0,0,0,0
ENSG00000200957,0,0,0,0,0
ENSG00000172201,4,57,82,9,73
ENSG00000287138,0,0,0,0,0
ENSG00000229700,0,1,0,0,0
ENSG00000172197,47,203,136,55,195
ENSG00000227803,0,0,0,0,0
ENSG00000287614,0,0,0,0,0
ENSG00000286590,0,0,0,0,0
ENSG00000287483,0,0,0,0,0
ENSG00000112242,449,566,404,456,504
ENSG00000240869,1,1,0,1,1
ENSG00000224707,0,1,0,2,1
ENSG00000222431,0,0,0,0,0
ENSG00000201683,0,0,1,0,0
ENSG00000145996,163,243,188,196,244
ENSG00000225832,0,0,0,0,0
ENSG00000233848,0,0,0,0,0
ENSG00000252046,0,0,0,0,0
ENSG00000287404,1,1,0,0,0
ENSG00000227089,0,0,0,0,0
ENSG00000286368,0,0,0,0,0
ENSG00000280989,0,0,0,0,0
ENSG00000231754,0,0,0,0,0
ENSG00000283480,0,0,0,0,0
ENSG00000124766,314,358,329,283,337
ENSG00000220771,1,0,0,1,0
ENSG00000272168,4,3,0,2,4
ENSG00000280443,0,0,0,0,0
ENSG00000222515,0,0,0,0,0
ENSG00000260455,0,0,0,3,1
ENSG00000219404,0,0,0,0,0
ENSG00000172179,0,0,0,0,0
ENSG00000112273,0,0,0,0,0
ENSG00000228772,0,0,0,0,0
ENSG00000286954,0,0,1,0,0
ENSG00000233358,2,1,0,0,0
ENSG00000218476,0,0,0,0,0
ENSG00000207394,0,0,0,0,0
ENSG00000235743,0,0,0,0,0
ENSG00000219453,0,0,0,0,0
ENSG00000278128,0,0,0,0,4
ENSG00000218512,0,0,0,0,0
ENSG00000220748,0,0,0,0,0
ENSG00000219582,0,0,0,0,0
ENSG00000152954,0,0,0,0,0
ENSG00000251830,0,0,0,0,0
ENSG00000146038,1,0,1,0,0
ENSG00000146049,0,0,0,0,0
ENSG00000202050,0,0,0,0,0
ENSG00000124532,271,360,280,263,310
ENSG00000112293,0,1,1,1,3
ENSG00000112294,9,29,26,6,13
ENSG00000137261,0,0,1,1,3
ENSG00000218186,0,0,0,0,0
ENSG00000111802,413,674,505,447,700
ENSG00000112304,131,237,190,186,212
ENSG00000272345,8,2,4,8,3
ENSG00000112308,2022,1981,1357,2180,2006
ENSG00000272402,11,7,3,10,3
ENSG00000224164,0,0,0,0,0
ENSG00000218806,0,0,0,0,0
ENSG00000112312,276,343,288,252,356
ENSG00000260286,0,0,0,0,0
ENSG00000282804,0,0,0,0,0
ENSG00000111913,710,1001,906,643,952
ENSG00000217083,0,0,0,0,0
ENSG00000214975,473,893,996,471,990
ENSG00000286633,0,0,0,0,0
ENSG00000220517,14,3,0,4,2
ENSG00000244618,0,0,0,0,0
ENSG00000229313,0,0,0,0,0
ENSG00000223623,0,0,0,0,1
ENSG00000168405,61,40,32,73,38
ENSG00000285801,0,1,1,1,1
ENSG00000219682,89,116,107,105,116
ENSG00000262400,0,0,0,0,0
ENSG00000217805,0,0,0,0,0
ENSG00000219681,0,0,0,0,0
ENSG00000271108,0,0,0,0,0
ENSG00000216718,0,0,0,0,0
ENSG00000213972,1,0,0,0,0
ENSG00000079691,295,359,314,268,375
ENSG00000207286,0,0,0,0,0
ENSG00000207490,0,0,0,0,0
ENSG00000286933,0,0,0,0,0
ENSG00000079689,1,0,0,0,0
ENSG00000217408,0,0,0,0,0
ENSG00000164508,0,0,0,0,0
ENSG00000146047,0,0,0,0,0
ENSG00000178762,0,0,0,0,0
ENSG00000216436,0,0,0,0,0
ENSG00000146039,0,0,0,0,0
ENSG00000124568,0,0,0,0,0
ENSG00000124564,0,0,0,0,0
ENSG00000242387,0,0,0,0,0
ENSG00000277410,0,0,0,0,0
ENSG00000112337,0,0,0,1,0
ENSG00000112343,811,842,738,825,852
ENSG00000272558,0,0,0,0,0
ENSG00000272462,28,35,33,21,39
ENSG00000272810,0,0,0,1,0
ENSG00000224447,0,0,1,0,0
ENSG00000124610,0,0,0,1,0
ENSG00000275714,2,4,1,2,3
ENSG00000278637,1,0,0,0,0
ENSG00000278705,0,0,0,0,0
ENSG00000286522,1,5,0,1,0
ENSG00000278463,0,2,2,0,0
ENSG00000276410,0,0,0,0,3
ENSG00000234816,0,0,0,0,0
ENSG00000287080,1,1,9,0,2
ENSG00000187837,57,120,156,79,151
ENSG00000010704,413,587,569,448,564
ENSG00000197061,4,0,1,0,2
ENSG00000187475,0,0,0,1,0
ENSG00000180596,16,28,24,26,27
ENSG00000180573,313,335,328,373,327
ENSG00000168298,1,2,1,0,1
ENSG00000158373,77,40,39,95,53
ENSG00000283064,1,0,1,1,2
ENSG00000217159,1,0,0,1,0
ENSG00000274290,5,4,0,5,2
ENSG00000277157,0,1,1,0,0
ENSG00000216331,0,0,0,0,0
ENSG00000282988,1,4,4,3,2
ENSG00000197409,0,0,0,0,0
ENSG00000196866,0,0,0,1,0
ENSG00000277224,1,3,5,1,1
ENSG00000217275,1,4,0,1,0
ENSG00000276966,0,4,3,0,2
ENSG00000273802,2,10,12,13,4
ENSG00000277075,4,7,9,5,7
ENSG00000277720,0,0,0,0,2
ENSG00000274750,19,45,39,53,47
ENSG00000218281,0,0,0,0,0
ENSG00000124575,0,1,2,1,0
ENSG00000274618,0,1,0,0,0
ENSG00000275663,0,0,0,0,0
ENSG00000277775,1,0,1,1,0
ENSG00000275713,7,15,19,14,17
ENSG00000273983,10,11,8,4,7
ENSG00000218690,0,1,0,0,0
ENSG00000278588,0,2,1,0,0
ENSG00000158406,31,18,18,30,26
ENSG00000220875,0,0,0,1,1
ENSG00000287050,0,0,0,0,0
ENSG00000186470,933,793,731,972,773
ENSG00000124508,308,215,220,287,190
ENSG00000026950,651,445,421,717,424
ENSG00000124549,124,171,164,133,171
ENSG00000111801,576,322,299,557,308
ENSG00000112763,744,799,1022,776,907
ENSG00000284688,0,0,0,0,0
